# Index, x, y, night2Part-1n3-ImgIndex, dayPart-1n3-ImgIndex
0, -27.453381, 153.014167, 0, 0
1, -27.453660, 153.014120, 250, 500
2, -27.454127, 153.014014, 2500, 1060
3, -27.454212, 153.014472, 4110, 1350
4, -27.454291, 153.014990, 4500, 2900
5, -27.454158, 153.013904, 4501, 2901
6, -27.453741, 153.013982, 4915, 4500
7, -27.453341, 153.014052, 6610, 4900
8, -27.453381, 153.014167, 7525, 5924
